C,Scientific Name,Common Name,Family,native
0,Schinus terebinthifolius,Brazilian Pepper,Anacardiaceae,Exotic
0,Scirpus cubensis,Cuban Bulrush,Cyperaceae,Exotic
0,Scleria lacustris,Wright's Nutrush,Cyperaceae,Exotic
0,Secale cereale,Cultivated Rye,Poaceae,Exotic
0,Selaginella uncinata,Peacock Spike-Moss,Selaginellaceae,Exotic
0,Selaginella willdenowii,Vine Spike-Moss,Selaginellaceae,Exotic
0,Selenicereus grandiflorus,Queen Of The Night,Cactaceae,Exotic
0,Selenicereus pteranthus,Princess-Of-The-Night,Cactaceae,Exotic
0,Senna alata,Candlestick Plant,Fabaceae,Exotic
0,Senna corymbosa,Argentine Wild Sensitive Plant,Fabaceae,Exotic
0,Senna didymobotrya,African Wild Sensitive Plant,Fabaceae,Exotic
0,Senna obtusifolia,Coffeeweed; Sicklepod,Fabaceae,Exotic
0,Senna occidentalis,Septicweed,Fabaceae,Exotic
0,Senna pendula var. glabrata,Valamuerto,Fabaceae,Exotic
0,Senna surattensis,Glossy Shower,Fabaceae,Exotic
0,Sesamum indicum,Sesame; Benne,Pedaliaceae,Exotic
0,Sesbania punicea,Rattlebox,Fabaceae,Exotic
0,Sesbania sericea,Silky Sesban,Fabaceae,Exotic
0,Setaria barbata,East Indian Bristlegrass; Marygrass; Corngrass,Poaceae,Exotic
0,Setaria faberi,Japanese Bristlegrass; Giant Foxtail,Poaceae,Exotic
0,Setaria italica,Foxtail Bristlegrass,Poaceae,Exotic
0,Setaria pumila,Yellow Bristlegrass; Yellow Foxtail,Poaceae,Exotic
0,Setaria setosa,West Indian Bristlegrass,Poaceae,Exotic
0,Setaria sphacelata,African Bristlegrass,Poaceae,Exotic
0,Setaria verticillata,Hooked Bristlegrass,Poaceae,Exotic
0,Setaria viridis,Green Bristlegrass; Green Foxtail; Foxtail Millet,Poaceae,Exotic
0,Severinia buxifolia,Chinese Boxorange,Rutaceae,Exotic
0,Sida cordifolia,Llima,Malvaceae,Exotic
0,Sida glabra,Smooth Fanpetals,Malvaceae,Exotic
0,Sida santaremensis,Moth Fanpetals,Malvaceae,Exotic
0,Sida spinosa,Prickly Fanpetals,Malvaceae,Exotic
0,Sinapis arvensis,Charlock Mustard,Brassicaceae,Exotic
0,Sisymbrium altissimum,Tall Tumblemustard,Brassicaceae,Exotic
0,Sisymbrium irio,Londonrocket,Brassicaceae,Exotic
0,Sisyrinchium rosulatum,Annual Blue-Eyed Grass,Iridaceae,Exotic
0,Solandra nitida,Chalicevine,Solanaceae,Exotic
0,Solanum diphyllum,Twoleaf Nightshade,Solanaceae,Exotic
0,Solanum elaeagnifolium,Silverleaf Nightshade; White Horsenettle,Solanaceae,Exotic
0,Solanum lycopersicum,Garden Tomato,Solanaceae,Exotic
0,Solanum melongena,Eggplant,Solanaceae,Exotic
0,Solanum seaforthianum,Brazilian Nightshade,Solanaceae,Exotic
0,Solanum tampicense,Aquatic Soda Apple,Solanaceae,Exotic
0,Solanum torvum,Turkeyberry,Solanaceae,Exotic
0,Solanum viarum,Tropical Soda Apple,Solanaceae,Exotic
0,Sonchus asper,Spiny Sowthistle,Asteraceae,Exotic
0,Sonchus oleraceus,Common Sowthistle,Asteraceae,Exotic
0,Sophora tomentosa var. occidentalis,Yellow Necklacepod,Fabaceae,Exotic
0,Sorghum arundinaceum,Broomcorn,Poaceae,Exotic
0,Sorghum bicolor,Grain Sorghum; Broomcorn,Poaceae,Exotic
0,Sorghum halepense,Johnsongrass,Poaceae,Exotic
0,Sorindeia madagascariensis,Mtikiza,Anacardiaceae,Exotic
0,Spathodea campanulata,African Tuliptree,Bignoniaceae,Exotic
0,Spathoglottis plicata,Philippine Ground Orchid,Orchidaceae,Exotic
0,Spermacoce verticillata,Shrubby False Buttonweed,Rubiaceae,Exotic
0,Sphagneticola trilobata,Creeping Oxeye,Asteraceae,Exotic
0,Spondias purpurea,Purple Mombin,Anacardiaceae,Exotic
0,Sporobolus indicus,Smutgrass,Poaceae,Exotic
0,Sporobolus indicus var. pyramidalis,West Indian Dropseed,Poaceae,Exotic
0,Sporobolus tenuissimus,Tropical Dropseed,Poaceae,Exotic
0,Stachytarpheta cayennensis,Nettleleaf Velvetberry,Verbenaceae,Exotic
0,Stellaria media,Common Chickweed,Caryophyllaceae,Exotic
0,Stemodia durantifolia,Whitewoolly Twintip,Veronicaceae,Exotic
0,Stenochlaena tenuifolia,Giant Vine Fern,Blechnaceae,Exotic
0,Stictocardia tiliifolia,Spottedheart,Convolvulaceae,Exotic
0,Strychnos spinosa,Wood Orange; Natal Orange,Strychnaceae,Exotic
0,Stylosanthes hamata,Cheesytoes,Fabaceae,Exotic
0,Syagrus romanzoffiana,Queen Palm,Arecaceae,Exotic
0,Synedrella nodiflora,Nodeweed,Asteraceae,Exotic
0,Syngonium angustatum,Fivefingers,Araceae,Exotic
0,Syngonium podophyllum,American Evergreen,Araceae,Exotic
0,Syzygium cumini,Java Plum,Myrtaceae,Exotic
0,Syzygium jambos,Malabar Plum; Rose Apple,Myrtaceae,Exotic
0,Tabebuia aurea,Caribbean Trumpettree,Bignoniaceae,Exotic
0,Tabebuia heterophylla,White Cedar,Bignoniaceae,Exotic
0,Tabernaemontana alba,White Milkwood,Apocynaceae,Exotic
0,Tagetes erecta,Aztec Marigold,Asteraceae,Exotic
0,Talinum fruticosum,Verdolaga-Francesa,Portulacaceae,Exotic
0,Talinum paniculatum,Pink Baby's-Breath; Jewels-Of-Opar,Portulacaceae,Exotic
0,Talipariti tiliaceum,Sea Hibiscus; Mahoe,Malvaceae,Exotic
0,Talipariti tiliaceum var. pernambucense,Yellow Mahoe,Malvaceae,Exotic
0,Tamarindus indica,Tamarind,Fabaceae,Exotic
0,Taraxacum officinale,Common Dandelion,Asteraceae,Exotic
0,Tecoma capensis,Cape Honeysuckle,Bignoniaceae,Exotic
0,Tecoma stans,Yellow Elder; Yellow Trumpetbush,Bignoniaceae,Exotic
0,Tectaria incisa,Incised Halberd Fern,Dryopteridaceae,Exotic
0,Terminalia catappa,West Indian Almond,Combretaceae,Exotic
0,Terminalia muelleri,Australian Almond,Combretaceae,Exotic
0,Thelypteris dentata,Downy Maiden Fern; Downy Shield Fern,Thelypteridaceae,Exotic
0,Thelypteris opulenta,Jeweled Maiden Fern,Thelypteridaceae,Exotic
0,Thespesia populnea,Portia Tree,Malvaceae,Exotic
0,Thevetia peruviana,Luckynut,Apocynaceae,Exotic
0,Thlaspi arvense,Field Pennycress,Brassicaceae,Exotic
0,Thunbergia alata,Blackeyed Susan Vine,Acanthaceae,Exotic
0,Thunbergia erecta,Bush Clockvine,Acanthaceae,Exotic
0,Thunbergia fragrans,Whitelady,Acanthaceae,Exotic
0,Thunbergia grandiflora,Skyvine; Clockvine; Bengal Trumpet,Acanthaceae,Exotic
0,Thymophylla tenuiloba,Bristleleaf Pricklyleaf,Asteraceae,Exotic
0,Tithonia diversifolia,Shrub Sunflower,Asteraceae,Exotic
0,Torenia fournieri,Bluewings; Wishbone Flower,Veronicaceae,Exotic
0,Trachelospermum jasminoides,Confederate Jasmine,Apocynaceae,Exotic
0,Tradescantia pallida,Purplequeen,Commelinaceae,Exotic
0,Tradescantia spathacea,Moses-In-The-Cradle; Oyster-Plant; Boatlily,Commelinaceae,Exotic
0,Tradescantia zebrina,Wandering-Jew; Inchplant,Commelinaceae,Exotic
0,Tribulus cistoides,Burrnut; Jamaican Feverplant,Zygophyllaceae,Exotic
0,Tribulus terrestris,Puncturevine,Zygophyllaceae,Exotic
0,Trichosanthes tricuspidata,Bracted Snakegourd,Cucurbitaceae,Exotic
0,Tridax procumbens,Coatbuttons,Asteraceae,Exotic
0,Trifolium hybridum,Alsike Clover,Fabaceae,Exotic
0,Trifolium pratense,Red Clover,Fabaceae,Exotic
0,Trifolium repens,White Clover; Dutch Clover,Fabaceae,Exotic
0,Trigonella caerulea,Blue Fenugreek,Fabaceae,Exotic
0,Trimezia martinicensis,Martinique Trimezia,Iridaceae,Exotic
0,Triphasia trifolia,Limeberry,Rutaceae,Exotic
0,Triumfetta semitriloba,Sacramento Burrbark,Malvaceae,Exotic
0,Turbina corymbosa,Christmasvine,Convolvulaceae,Exotic
0,Turnera ulmifolia,Yellow Alder; Ramgoat Dashalong,Turneraceae,Exotic
0,Urena lobata,Caesarweed,Malvaceae,Exotic
0,Urochloa arrecta,Tannergrass,Poaceae,Exotic
0,Urochloa distachya,Tropical Signalgrass,Poaceae,Exotic
0,Urochloa fusca var. reticulata,Browntop Signalgrass,Poaceae,Exotic
0,Urochloa mutica,Paragrass,Poaceae,Exotic
0,Urochloa plantaginea,Creeping Signalgrass; Plantain Signalgrass,Poaceae,Exotic
0,Urochloa ramosa,Browntop Millet; Dixie Signalgrass,Poaceae,Exotic
0,Urochloa texana,Texas Signalgrass; Texas Millet,Poaceae,Exotic
0,Vaccaria hispanica,Cow Soapwort; Cow Herb,Caryophyllaceae,Exotic
0,Vanilla planifolia,Commercial Vanilla,Orchidaceae,Exotic
0,Vanilla pompona,West Indian Vanilla,Orchidaceae,Exotic
0,Verbascum virgatum,Wand Mullein,Scrophulariaceae,Exotic
0,Verbena bonariensis,Purpletop Vervain,Verbenaceae,Exotic
0,Verbena brasiliensis,Brazilian Vervain,Verbenaceae,Exotic
0,Verbena litoralis,Seashore Vervain,Verbenaceae,Exotic
0,Vigna adenantha,Wild Pea,Fabaceae,Exotic
0,Vigna hosei,Sarawak Bean,Fabaceae,Exotic
0,Vigna speciosa,Wondering Cowpea,Fabaceae,Exotic
0,Vigna unguiculata,Blackeyed Pea; Cowpea,Fabaceae,Exotic
0,Vitex agnus-castus,Lilac Chastetree,Lamiaceae,Exotic
0,Vitex glabrata,Smooth Chastetree,Lamiaceae,Exotic
0,Vitex trifolia,Simpleleaf Chastetree,Lamiaceae,Exotic
0,Washingtonia robusta,Washington Fan Palm,Arecaceae,Exotic
0,Woodwardia radicans,European Chain Fern,Blechnaceae,Exotic
0,Xanthium strumarium var. glabratum,Rough Cockleburr,Asteraceae,Exotic
0,Xanthosoma sagittifolium,Arrowleaf Elephantear,Araceae,Exotic
0,Xyris jupicai,Richard's Yelloweyed Grass,Xyridaceae,Exotic
0,Youngia japonica,Oriental False Hawksbeard,Asteraceae,Exotic
0,Zamia furfuracea,Cardboard Palm; Cardboard Cycad,Zamiaceae,Exotic
0,Zea mays subsp. mexicana,Teosinte,Poaceae,Exotic
0,Zea mays subsp. parviglumis,Teosinte,Poaceae,Exotic
0,Zephyranthes citrina,Yellow Zephyrlily,Amaryllidaceae,Exotic
0,Zeuxine strateumatica,Soldier's Orchid; Lawn Orchid,Orchidaceae,Exotic
0,Ziziphus mauritiana,Inidan Jujube,Rhamnaceae,Exotic
0,Zoysia japonica,Korean Templegrass; Japanese Lawngrass,Poaceae,Exotic
0,Zoysia matrella,Manila Templegrass; Manilagrass,Poaceae,Exotic
0,Zoysia tenuifolia,Manila Templegrass; Mascarenegrass,Poaceae,Exotic
